,popularity,production_companies,vote_average,release_year,budget_adj,revenue_adj,net_profit
6918,0.08987,Walden Media,5.4,2006,0.0,0.0,0.0
7094,0.521121,Walden Media,5.6,2004,126988993.979336,83326593.2962741,-43662400.6830619
7404,2.089502,Walden Media,6.9,2007,63100114.9578927,144695991.533647,81595876.5757543
7492,0.704024,Walden Media,5.9,2007,0.0,73064318.2626771,73064318.2626771
7530,0.567972,Walden Media,4.7,2007,0.0,0.0,0.0
7565,0.471104,Walden Media,6.2,2007,47325086.2184195,108396998.369598,61071912.1511785
1821,0.158638,Von Zerneck Sertner Films,6.0,2009,0.0,0.0,0.0
2046,0.754526,Von Zerneck Sertner Films,5.1,2010,0.0,0.0,0.0
3343,0.060669,Von Zerneck Sertner Films,3.7,2008,0.0,0.0,0.0
3494,0.879003,Kerner Entertainment Company,5.5,2011,106633784.685061,546497490.228467,439863705.543406
5579,0.782462,Kerner Entertainment Company,5.5,2013,98283502.0377446,325209978.489953,226926476.4522084
6707,0.536631,Kerner Entertainment Company,6.0,2006,91941878.4547837,155.760358793986,-91941722.6944249
921,0.451125,Charlie Guidance,6.4,2014,0.0,2083713.36014936,2083713.36014936
60,2.487849,Thunder Road Pictures,7.1,2015,27599987.8560053,77303716.7063646,49703728.850359306
632,11.422751,Thunder Road Pictures,7.0,2014,18421821.0154291,72526614.4653665,54104793.4499374
668,3.260581,Thunder Road Pictures,5.1,2014,87503649.8232886,105168898.623797,17665248.800508395
1940,2.087252,Thunder Road Pictures,5.6,2010,125000000.0,232713139.0,107713139.0
1957,1.614028,Thunder Road Pictures,6.9,2010,37000000.0,154026136.0,117026136.0
2251,0.243848,Thunder Road Pictures,5.3,2010,4400000.0,0.0,-4400000.0
3102,0.399327,Thunder Road Pictures,4.1,2008,0.0,0.0,0.0
4416,1.507337,Thunder Road Pictures,5.5,2012,142461642.202836,285873028.687026,143411386.48419002
6619,0.969469,Thunder Road Pictures,6.5,2006,70308495.2889522,47101677.2253801,-23206818.0635721
6755,0.3804,Thunder Road Pictures,5.4,2006,48675112.1231207,89562206.3065422,40887094.1834215
1457,1.039442,Phantom Four,4.9,2009,16262406.9459992,77768913.6366584,61506506.6906592
4886,0.077044,Indieproduction,6.2,2012,0.0,264028.910215924,264028.910215924
8453,0.059877,Graduation,6.0,1981,2398190.80485681,0.0,-2398190.80485681
2365,0.25427,Safehouse Pictures,6.1,2010,0.0,0.0,0.0
4075,0.34303,Oleandor Productions,7.4,2002,0.0,0.0,0.0
10130,0.173731,Pennebaker Productions,6.1,1961,43769167.2478239,31367903.1942738,-12401264.053550102
7227,0.148092,CinÃ©art,6.1,2004,0.0,0.0,0.0
2544,0.300431,Mikado Film,7.4,1999,0.0,0.0,0.0
2627,0.034182,Mikado Film,5.2,1999,0.0,0.0,0.0
8283,0.640818,Mikado Film,6.0,1992,6216097.01835582,0.0,-6216097.01835582
1565,0.518084,Future Films,6.5,2009,0.0,0.0,0.0
1615,0.42089,Future Films,5.9,2009,9147603.90712458,0.0,-9147603.90712458
3038,0.541117,Future Films,6.0,2008,0.0,0.0,0.0
5574,0.805517,Future Films,6.6,2013,25272900.5239914,0.0,-25272900.5239914
5764,0.319972,Future Films,5.3,2013,0.0,0.0,0.0
6357,0.439824,Future Films,5.8,2005,0.0,0.0,0.0
7515,0.59707,Future Films,6.6,2007,21033371.6526309,7171945.39442251,-13861426.25820839
3135,0.344268,BBC Storyville,7.6,2008,0.0,2995800.58150157,2995800.58150157
9746,0.166845,Selmur Productions,6.0,1968,0.0,0.0,0.0
4694,0.287294,Medient Studios,3.6,2012,0.0,0.0,0.0
8900,0.897597,Titan Productions,6.4,1982,0.0,13806415.0795879,13806415.0795879
8908,0.582499,Titan Productions,5.7,1982,0.0,20463486.5513992,20463486.5513992
9490,0.497587,Mysterious Arts,6.0,1988,18438910.230903,39619238.3476228,21180328.116719797
6080,0.00062,Logolite Entertainment,6.1,2013,0.0,0.0,0.0
2658,1.456526,Neal H. Moritz Productions,5.3,2001,19703809.8671014,81854960.9944611,62151151.1273597
3437,1.240414,Mark Canton Productions,5.6,2011,72704853.1943604,219960309.935942,147255456.7415816
4467,0.892471999999999,Mark Canton Productions,4.2,2012,4748721.40676122,8066869.59536144,3318148.1886002207
5485,1.41459,Mark Canton Productions,6.7,2013,46801667.6370212,115052643.451791,68250975.8147698
4341,0.129344,Newcomm,6.2,1994,29422231.2319632,448792.004096751,-28973439.22786645
7758,0.144185999999999,Corvid Pictures,5.9,2007,736168.007842082,33207.4871651737,-702960.5206769082
4201,0.983841,Crowvision Inc.,7.2,1994,22066673.4239724,138284486.790227,116217813.3662546
859,0.59318,Prominent Media Group,5.5,2014,0.0,0.0,0.0
9837,0.186184,Les Films Concordia,6.8,1975,0.0,0.0,0.0
654,4.101979,Matt Tolmach Productions,6.6,2014,184218210.154291,650030010.988616,465811800.83432496
4426,1.306241,What to Expect Productions,5.7,2012,37989771.2540898,75694619.223774,37704847.9696842
5250,1.330225,Douglas/Reuther Productions,6.7,1997,108676825.685767,333741296.174915,225064470.48914802
8565,0.435293,Douglas/Reuther Productions,6.3,1996,69510836.9480127,104266255.422019,34755418.47400631
776,0.944954,SC Films,4.4,2014,2763273.15231437,0.0,-2763273.15231437
799,0.829686,SC Films,5.6,2014,8289819.45694313,0.0,-8289819.45694313
3811,0.169338,SC Films,4.0,2011,0.0,0.0,0.0
5531,1.047604,UFA Cinema,7.2,2013,29953067.2876935,53619956.4182871,23666889.130593598
2536,0.312759,Suntaur Entertainment Company,6.5,1999,9163369.92616025,18341733.7436254,9178363.817465149
7444,1.145815,Southpaw Entertainment,6.9,2007,26291714.5657886,69538457.3641462,43246742.798357606
1664,0.366021,Autonomous,6.0,2009,0.0,0.0,0.0
1666,0.363832,Autonomous,5.6,2009,25410010.8531238,4460537.3383847,-20949473.5147391
4627,0.38161,Autonomous,4.8,2012,2849232.84405673,0.0,-2849232.84405673
4634,0.361254,Autonomous,4.1,2012,2849232.84405673,0.0,-2849232.84405673
4757,0.279398999999999,Autonomous,5.7,2012,4748721.40676122,0.0,-4748721.40676122
4778,0.188856,Autonomous,4.9,2012,4748721.40676122,0.0,-4748721.40676122
6469,0.191177,Autonomous,7.0,2005,2233126.57930898,5637185.26453561,3404058.6852266295
8398,0.439555,Eurasia Investments,6.3,1981,43167434.4874226,173100402.656236,129932968.16881339
857,0.593558,Atlantic Pictures,5.1,2014,0.0,0.0,0.0
3732,0.264294,Atlantic Pictures,6.4,2011,0.0,1363190.79304515,1363190.79304515
3213,0.242941,Solstice Productions,5.7,2008,0.0,0.0,0.0
6184,0.112308,Film 7,5.9,1985,0.0,0.0,0.0
5321,0.498525,Butcher's Run Productions,5.4,1997,6792301.60536048,0.0,-6792301.60536048
916,0.46087,Wilmor Entertainment,5.7,2014,0.0,0.0,0.0
8753,0.449041,Finding Forrester Productions,6.9,2000,54450560.9167549,101366384.908229,46915823.99147409
3278,0.464581,Bristol Bay Productions,5.9,2008,0.0,912205.780418945,912205.780418945
6320,0.571693,Bristol Bay Productions,5.6,2005,145153227.655084,133171929.64356,-11981298.011524007
6616,1.01535,Bristol Bay Productions,6.7,2006,0.0,0.0,0.0
629,24.949134,Lynda Obst Productions,8.0,2014,151980023.37729,572690645.122961,420710621.74567103
1433,1.297769,Lynda Obst Productions,5.8,2009,18803408.0313116,32436176.6593397,13632768.628028098
2702,0.6649,Lynda Obst Productions,6.0,2001,28324226.6839584,0.0,-28324226.6839584
9043,0.577192,Lynda Obst Productions,6.0,1998,93638682.8354809,156072825.746571,62434142.911090106
3253,0.176665,Tenk,6.3,2008,2531966.58452291,0.0,-2531966.58452291
4268,0.414753,Platinum Pictures,6.2,1994,29422231.2319632,0.0,-29422231.2319632
5862,0.2162,Lynn Shelton,5.4,2013,0.0,32781.7600796751,32781.7600796751
8260,0.851712,Bad Lt. Productions,6.3,1992,1554024.25458895,3138303.8073905,1584279.55280155
6299,0.665701,Mile High Productions,6.5,2005,33496898.6896348,47885736.0491278,14388837.359493002
1688,0.116657,Burgundy Films,6.1,2009,0.0,67545.9072502079,67545.9072502079
7834,0.973049,Penthouse Films International,5.3,1979,52579695.0437778,70421097.2571126,17841402.213334806
5978,0.111493,SenoReality Pictures,3.4,2013,0.0,0.0,0.0
2477,0.617279,Richard Purdum Productions,6.9,1999,104724227.727545,118959614.541535,14235386.813990012
5408,0.147816,Raffaella De Laurentiis Productions,5.7,1997,0.0,0.0,0.0
173,0.872149,Oasis Films,4.2,2015,0.0,15432.9932094829,15432.9932094829
734,1.394382,Oasis Films,4.6,2014,16579638.9138862,245550715.733801,228971076.81991482
2087,0.598083,Oasis Films,5.1,2010,10000000.0,0.0,-10000000.0
6415,0.301564,Oasis Films,4.7,2005,16748449.3448174,0.0,-16748449.3448174
4820,0.359021999999999,Kirlian Pictures,4.7,2012,0.0,0.0,0.0
2162,0.39567,Kanzaman,6.2,2010,0.0,850994.0,850994.0
2934,1.14205499999999,Kanzaman,6.2,2008,40511465.3523667,153094337.631464,112582872.2790973
5086,0.431875,Kanzaman,7.2,2003,0.0,0.0,0.0
5488,1.388168,Kanzaman,4.9,2013,23400833.8185106,66467104.9798846,43066271.161374
6213,1.592578,Kanzaman,6.4,2005,145153227.655084,236312980.729345,91159753.07426098
6627,0.916551,Kanzaman,4.5,2006,75716841.0804101,41784314.9535028,-33932526.1269073
6690,0.606808,Kanzaman,6.7,2006,54083457.9145786,10219698.9044097,-43863759.0101689
6820,0.171168,Kanzaman,3.4,2006,7571684.10804101,0.0,-7571684.10804101
8786,0.607671,Kanzaman,6.8,2000,6331460.57171569,0.0,-6331460.57171569
2099,0.550709,creative differences,7.1,2010,0.0,6467348.0,6467348.0
86,1.984529,Ghost House Pictures,5.0,2015,32199985.8320062,87802915.846717,55602930.0147108
1426,1.398364,Ghost House Pictures,6.1,2009,30492013.0237486,92332504.8314594,61840491.807710804
1831,0.145081,Ghost House Pictures,5.4,2009,5082002.17062476,39243229.9091683,34161227.73854354
1847,0.123044,Ghost House Pictures,5.1,2009,0.0,0.0,0.0
1963,1.402935,Ghost House Pictures,4.8,2010,0.0,0.0,0.0
3099,0.400724,Ghost House Pictures,4.4,2008,0.0,0.0,0.0
3994,0.701646,Ghost House Pictures,5.4,2002,0.0,0.0,0.0
4469,0.862841,Ghost House Pictures,5.8,2012,13296419.9389314,81151921.0952451,67855501.15631369
5475,1.526466,Ghost House Pictures,6.3,2013,15912566.9965872,91303456.3967583,75390889.4001711
6385,0.369596,Ghost House Pictures,4.5,2005,22331265.7930898,75025079.6863305,52693813.8932407
6746,0.405342,Ghost House Pictures,5.3,2006,21633383.1658314,42340683.3834308,20707300.217599403
7033,0.935831,Ghost House Pictures,5.8,2004,11544453.9981214,211811410.261264,200266956.2631426
7435,1.285301,Ghost House Pictures,6.1,2007,31550057.4789463,79407259.6051257,47857202.1261794
7473,0.890977,Ghost House Pictures,5.6,2007,16826697.3221047,1166994.55940292,-15659702.76270178
7580,0.443679,Ghost House Pictures,4.9,2007,4732508.62184195,0.0,-4732508.62184195
7696,0.229997,Ghost House Pictures,4.9,2007,0.0,0.0,0.0
5661,0.476673,erbp,6.5,2013,93603.3352740424,415690.539885317,322087.2046112746
82,2.055572,Groundswell Productions,5.3,2015,15639993.118403,22079990.2848042,6439997.166401198
126,1.316239,Groundswell Productions,7.2,2015,13799993.9280026,7576804.78620589,-6223189.14179671
282,0.441882,Groundswell Productions,6.6,2015,0.0,0.0,0.0
1460,1.01800499999999,Groundswell Productions,6.0,2009,22360809.5507489,36005808.5252009,13644998.974452004
3007,0.646243999999999,Groundswell Productions,6.2,2008,20255732.6761833,20469829.6938508,214097.01766750216
3183,0.278543,Groundswell Productions,5.5,2008,7089506.43666417,10705118.259044,3615611.822379831
3643,0.410207,Groundswell Productions,6.8,2011,10499717.9051696,10328339.9640159,-171377.9411537014
4670,0.320264,Groundswell Productions,4.9,2012,0.0,239908.254702421,239908.254702421
5660,0.481309,Groundswell Productions,5.7,2013,0.0,0.0,0.0
4613,0.400215,Ciskul,5.5,2012,0.0,0.0,0.0
1175,0.156677,Bona Fide Productions,4.8,2014,0.0,0.0,0.0
1981,1.147365,Bona Fide Productions,5.8,2010,19000000.0,49830607.0,30830607.0
2467,0.694437,Bona Fide Productions,6.5,1999,0.0,0.0,0.0
5013,0.875247999999999,Bona Fide Productions,6.5,2003,93642858.9378197,205082020.476255,111439161.5384353
5591,0.724877,Bona Fide Productions,7.3,2013,11232400.232885,16525586.4716971,5293186.2388121
5614,0.643654,Bona Fide Productions,6.5,2013,0.0,10904.7885594259,10904.7885594259
6484,0.172726,Bona Fide Productions,5.8,2005,0.0,0.0,0.0
6649,0.778589,Bona Fide Productions,7.3,2006,8653353.26633258,108732824.581061,100079471.31472842
6704,0.544793,Bona Fide Productions,6.3,2006,28123398.1155808,0.0,-28123398.1155808
5904,0.175029,Filmfonds Wien,5.4,2013,0.0,0.0,0.0
304,0.402236,Ealing Studios,4.2,2015,411721.898842364,709611.327771015,297889.428928651
1469,0.948064,Ealing Studios,5.0,2009,0.0,0.0,0.0
1501,0.744384,Ealing Studios,5.8,2009,0.0,4784114.51499099,4784114.51499099
1713,0.30092,Ealing Studios,5.1,2009,0.0,0.0,0.0
2246,0.246578,Ealing Studios,6.0,2010,10000000.0,4349187.0,-5650813.0
3107,0.394209,Ealing Studios,6.2,2008,0.0,0.0,0.0
4095,0.276574,Ealing Studios,6.8,2002,0.0,0.0,0.0
6325,0.548181,Ealing Studios,6.7,2005,0.0,2742090.74019548,2742090.74019548
6843,0.245865,Ealing Studios,5.5,2006,0.0,0.0,0.0
7570,0.464887,Ealing Studios,5.0,2007,0.0,0.0,0.0
7692,0.480147,Ealing Studios,5.4,2007,0.0,0.0,0.0
3057,0.498026,Guy Walks into a Bar Productions,5.1,2008,60767198.02855,51297723.0125784,-9469475.015971601
4958,2.710192,Guy Walks into a Bar Productions,6.5,2003,37931284.6330408,205538391.91267,167607107.27962917
1560,0.534927,New Town Films Pty. Ltd.,6.2,2009,4370521.8667373,0.0,-4370521.8667373
5112,0.573472,Morningstar Films,5.4,2003,0.0,0.0,0.0
248,0.516954,Sonar Entertainment,5.1,2015,0.0,0.0,0.0
1886,0.088781,Dickhouse Productions,5.7,2009,0.0,0.0,0.0
5500,1.291008,Dickhouse Productions,6.1,2013,14040500.2911063,142119382.629841,128078882.3387347
5827,0.250542,Endless Picnic,8.1,2013,0.0,0.0,0.0
4678,0.310077,Highland Park Classics,6.3,2012,0.0,0.0,0.0
1004,0.318941,Miscellaneous Entertainment,4.8,2014,460545.525385729,13816365.7615718,13355820.236186072
1068,0.24687,Miscellaneous Entertainment,4.5,2014,0.0,0.0,0.0
8903,0.786388,National Film Development Corporation of India,7.1,1982,49712132.8561269,175659830.26922,125947697.41309309
1387,6.098027,A Band Apart,7.7,2009,71148030.3887467,324364937.762752,253216907.37400532
2487,0.545399,A Band Apart,4.5,1999,6545264.23297161,0.0,-6545264.23297161
2510,0.354484,A Band Apart,4.4,1999,6545264.23297161,0.0,-6545264.23297161
3826,0.146477,A Band Apart,8.1,2011,29081941.2777441,0.0,-29081941.2777441
4177,8.09375399999999,A Band Apart,8.1,1994,11768892.4927853,314713075.136581,302944182.6437957
4952,6.174132,A Band Apart,7.6,2003,35560579.3434758,214488375.720753,178927796.37727723
6963,4.535598,A Band Apart,7.5,2004,34633361.9943644,175659789.789346,141026427.7949816
8088,1.23489,A Band Apart,6.4,1995,5723867.46842786,6153157.52855995,429290.06013209
8470,1.353504,A Band Apart,6.9,1996,26414118.0402448,35918496.0412883,9504378.001043502
4462,0.948869,Redwave Films,5.1,2012,8547698.53217021,7885974.65132513,-661723.8808450801
5248,1.412516,Redwave Films,6.4,1997,4754611.12375233,350279159.520599,345524548.39684665
5906,0.172844,Redwave Films,7.2,2013,0.0,0.0,0.0
5653,0.515286,Cinipix,5.0,2013,0.0,0.0,0.0
3833,0.135061,Pacific Bay Entertainment Canada,4.2,2011,0.0,0.0,0.0
4936,0.0138139999999999,Pacific Bay Entertainment Canada,5.3,2012,0.0,0.0,0.0
1006,0.317225,Ealing Metro International,5.9,2014,4605455.25385729,69213.5448281198,-4536241.709029171
4791,0.173804,Ealing Metro International,4.5,2012,0.0,0.0,0.0
64,2.395366,Zaftig Films,6.7,2015,46091979.7195289,141645863.63582,95553883.9162911
2482,0.585123,Village-A.M. Partnership,6.3,1999,98178963.4945741,141377707.432186,43198743.93761191
4911,0.040607,TNVO,4.2,2012,0.0,0.0,0.0
5139,0.347234,TNVO,6.2,2003,0.0,0.0,0.0
1136,0.131462,New Normal Films,5.1,2014,0.0,0.0,0.0
253,0.504827999999999,Bigscope Films,5.0,2015,0.0,0.0,0.0
930,0.430488,Bigscope Films,4.1,2014,0.0,0.0,0.0
1011,0.309771,Bigscope Films,4.7,2014,0.0,0.0,0.0
7096,0.518764999999999,A.J.O.Z. Films,4.8,2004,61185606.1900438,0.0,-61185606.1900438
4565,0.483986,SND,5.6,2012,17285345.9206108,0.0,-17285345.9206108
5501,1.290891,SND,5.6,2013,32761167.3459148,43260317.4276305,10499150.0817157
5607,0.67143,SND,5.7,2013,0.0,0.0,0.0
6769,0.358059,SND,7.1,2006,0.0,0.0,0.0
125,1.329702,New Zealand Film Commission,6.6,2015,0.0,210766.387262789,210766.387262789
272,0.454151,New Zealand Film Commission,6.5,2015,0.0,0.0,0.0
2398,0.028456,New Zealand Film Commission,7.3,2010,3.0,43.0,40.0
3865,0.082769,New Zealand Film Commission,4.8,2011,0.0,0.0,0.0
4213,0.834029,New Zealand Film Commission,6.6,1994,7355557.80799081,4485617.75137361,-2869940.0566171994
4248,0.503888,New Zealand Film Commission,7.3,1994,0.0,3238101.90713431,3238101.90713431
6316,0.587776,New Zealand Film Commission,7.1,2005,27914082.2413623,0.0,-27914082.2413623
6809,0.440741,New Zealand Film Commission,5.5,2006,0.0,5350179.03247073,5350179.03247073
8268,0.766646,New Zealand Film Commission,7.4,1992,4662072.76376686,377042.026721136,-4285030.737045724
9623,0.606128,New Zealand Film Commission,6.2,1987,49339.5580626422,0.0,-49339.5580626422
1383,0.121361,Cinema Entertainment Enterprises Ltd.,6.1,1977,1906823.94726228,0.0,-1906823.94726228
10820,1.227582,The Cat in the Hat Productions,7.1,1966,2116174.62807391,0.0,-2116174.62807391
239,0.542568,Ulysses Filmproduktion,5.7,2015,5519997.57120106,0.0,-5519997.57120106
4097,0.269624,Tango Films,5.9,2002,4242914.87767191,0.0,-4242914.87767191
8191,0.324339,Prima Films,7.0,1995,10732251.5033022,0.0,-10732251.5033022
7139,0.354348,IFMD Ltd.,7.1,2004,0.0,0.0,0.0
2822,0.209579,Riverdale Productions,5.2,2001,27092738.5672645,0.0,-27092738.5672645
7114,0.439848,Aldrich Group,5.4,2004,51950042.9915466,24253951.2048253,-27696091.7867213
5259,1.109101,Maven Entertainment,6.0,1997,32603047.7057303,234148705.217506,201545657.5117757
327,0.36817,Back Lot Pictures,4.8,2015,5519997.57120106,0.0,-5519997.57120106
2231,0.269283,Back Lot Pictures,6.4,2010,0.0,215576.0,215576.0
3031,0.576989,Back Lot Pictures,6.2,2008,5063933.16904583,16381192.8357904,11317259.66674457
447,0.355707,Last Cab Productions,7.0,2015,0.0,0.0,0.0
688,2.493306,Silver Wings Films,4.0,2014,11053092.6092575,0.0,-11053092.6092575
16,5.749758,EuropaCorp.,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
644,5.947136,EuropaCorp.,6.3,2014,36843642.0308583,426796807.314199,389953165.2833407
742,1.304588,EuropaCorp.,6.0,2014,25790549.4216008,0.0,-25790549.4216008
769,0.979655,EuropaCorp.,5.8,2014,25790549.4216008,63460252.6184315,37669703.196830705
794,0.870104,EuropaCorp.,6.2,2014,14737456.8123433,2238241.12137308,-12499215.69097022
1162,0.288731,EuropaCorp.,5.8,2014,0.0,0.0,0.0
1552,0.544071,EuropaCorp.,5.9,2009,15246006.5118743,8930475.36438463,-6315531.147489669
4448,1.068764,EuropaCorp.,5.8,2012,18994885.6270449,30585593.3289961,11590707.701951198
5477,1.483329,EuropaCorp.,6.1,2013,28081000.5822127,34534225.1235096,6453224.541296899
7468,0.915514,EuropaCorp.,5.9,2007,25240045.9831571,105130841.769205,79890795.7860479
7640,0.317446,EuropaCorp.,5.8,2007,3155005.74789463,0.0,-3155005.74789463
7800,0.077227,EuropaCorp.,5.8,2007,0.0,0.0,0.0
2937,1.103468,Stella-del-SÃ¼d,6.3,2008,28358025.7466566,93562168.0845004,65204142.337843806
3065,0.472691,Stella-del-SÃ¼d,6.5,2008,1.01278663380916,0.0,-1.01278663380916
10481,1.161139,Triple Ajaxxx,5.9,1986,33819908.9846567,13400486.4098674,-20419422.5747893
3575,0.531976,Mediapro Studios,5.8,2011,7755184.34073177,0.0,-7755184.34073177
4690,0.291458,Mediapro Studios,3.9,2012,5698465.68811347,0.0,-5698465.68811347
7669,0.263249,Babelsberg Film GmbH,6.9,2007,0.0,0.0,0.0
844,0.635214,Pallas Film,6.8,2014,6079200.93509163,1431375.49289884,-4647825.442192789
7752,0.18853,Pallas Film,7.0,2007,0.0,0.0,0.0
1973,1.271623,Red Om Films,5.7,2010,60000000.0,204594016.0,144594016.0
3232,0.219277,Red Om Films,6.4,2008,0.0,0.0,0.0
4742,0.226474,Red Om Films,6.2,2012,0.0,0.0,0.0
6870,0.194447,TV UNAM,6.7,2006,2487839.06407061,0.0,-2487839.06407061
48,2.93234,Sierra / Affinity,5.3,2015,27599987.8560053,0.0,-27599987.8560053
647,5.522641,Sierra / Affinity,7.6,2014,7829273.9315574,35643660.2684612,27814386.336903796
5719,0.373514,Sierra / Affinity,5.4,2013,0.0,0.0,0.0
5405,0.066135,BMG Independents,4.9,1997,0.0,0.0,0.0
1428,1.357091,Kaplan/Perrone Entertainment,5.7,2009,50820021.7062476,157995749.819944,107175728.1136964
6648,0.780687,Kaplan/Perrone Entertainment,5.3,2006,58410134.5477449,141083588.039378,82673453.49163309
10600,0.874266,Eldorado Films,6.7,1973,7366739.36819896,0.0,-7366739.36819896
7105,0.478125,Love Spell Entertainment,6.3,2004,0.0,0.0,0.0
294,0.429756,Pop Films,5.3,2015,0.0,4144.5981763768,4144.5981763768
5472,1.626627,Pop Films,5.0,2013,4680166.76370212,29694987.9158094,25014821.15210728
668,3.260581,Outlaw Sinema,5.1,2014,87503649.8232886,105168898.623797,17665248.800508395
5476,1.496605,Outlaw Sinema,6.4,2013,26208933.8767318,125805175.890027,99596242.0132952
8122,0.758379,Sandollar,5.7,1995,0.0,109581884.360133,109581884.360133
8147,0.537898,Sandollar,6.5,1995,82996078.292204,0.0,-82996078.292204
8196,0.313646999999999,Sandollar,7.1,1995,0.0,1028135.38434768,1028135.38434768
8298,0.468679,Sandollar,6.1,1992,0.0,33599558.4084678,33599558.4084678
8320,0.27017,Sandollar,5.2,1992,0.0,0.0,0.0
8336,0.140485,Sandollar,5.6,1992,0.0,0.0,0.0
8561,0.445287,Sandollar,6.3,1996,0.0,0.0,0.0
9271,0.254599,Sandollar,6.0,1989,0.0,0.0,0.0
9298,0.13469,Sandollar,6.1,1989,0.0,0.0,0.0
9367,0.387056,Sandollar,6.3,1991,0.0,143018866.95783,143018866.95783
6310,0.622677,LHR Productions Inc.,5.7,2005,0.0,0.0,0.0
214,0.649628,Gowanus Projections,5.7,2015,0.0,0.0,0.0
4280,0.381482,IRIS Films,6.6,1994,0.0,0.0,0.0
256,0.486351,Pinewood Studios,4.9,2015,19319991.4992037,0.0,-19319991.4992037
4749,0.218605,Pinewood Studios,5.6,2012,0.0,0.0,0.0
5539,0.976612,Pinewood Studios,7.1,2013,10202763.5448706,15449661.0623229,5246897.5174523
5600,0.703657,Pinewood Studios,5.9,2013,0.0,490023.756526492,490023.756526492
312,0.391326,Status Media & Entertainment,5.4,2015,0.0,0.0,0.0
9098,0.33113,Chinese Bookie Pictures,6.3,1998,0.0,0.0,0.0
6351,0.449627,Sarah Green Film,6.1,2005,33496898.6896348,34095391.1282123,598492.438577503
260,0.475473,Televisa,6.6,2015,0.0,0.0,0.0
133,1.251681,Arte France,6.3,2015,10119995.5472019,0.0,-10119995.5472019
1742,0.266267,Arte France,6.5,2009,0.0,0.0,0.0
1803,0.14086,Arte France,6.0,2009,0.0,0.0,0.0
2077,0.619772,Arte France,5.6,2010,500000.0,98017.0,-401983.0
2107,0.534192,Arte France,6.2,2010,18000000.0,871279.0,-17128721.0
3527,0.731793,Arte France,6.5,2011,0.0,9213293.74311727,9213293.74311727
3748,0.249191,Arte France,6.2,2011,0.0,0.0,0.0
4828,0.140904,Arte France,6.2,2012,0.0,0.0,0.0
4897,0.062706,Arte France,6.9,2012,0.0,265676.71654407,265676.71654407
9747,0.157115,Walden Productions,5.7,1968,0.0,0.0,0.0
1455,1.065548,Smokewood Entertainment Group,6.8,2009,10164004.3412495,64691685.0923125,54527680.751063004
3333,0.0769799999999999,Lux Vide,6.1,2008,0.0,0.0,0.0
1120,0.376205,Identical Production Company,5.0,2014,11053092.6092575,0.0,-11053092.6092575
45,3.023253,Bazelevs Production,5.9,2015,9199995.95200178,13187080.9976843,3987085.0456825197
136,1.191138,Bazelevs Production,5.6,2015,919999.595200178,57851497.3453411,56931497.75014092
2893,1.982998,Bazelevs Production,6.3,2008,75958997.5356875,261572412.016186,185613414.4804985
3454,1.107689,Bazelevs Production,4.7,2011,29081941.2777441,62649079.8473779,33567138.5696338
3480,0.941604,Bazelevs Production,4.9,2011,4846990.21295736,24780648.4885145,19933658.27555714
4398,1.73616,Bazelevs Production,5.5,2012,65532355.4133049,106623173.760465,41090818.34716009
8958,0.078482,Basket Case Productions,5.8,1982,79087.4840892929,0.0,-79087.4840892929
3436,1.241191,Electric Shepherd Productions,6.4,2011,48663781.7380919,123956325.709987,75292543.9718951
1546,0.565345,Spectacle Entertainment Group,5.2,2009,15246006.5118743,40067996.1726425,24821989.6607682
1790,0.209043,Spectacle Entertainment Group,6.9,2009,0.0,0.0,0.0
5087,0.407552,Spectacle Entertainment Group,5.8,2003,8297468.51347769,19948945.6762365,11651477.162758809
7483,0.809646,Spectacle Entertainment Group,5.8,2007,15775028.7394731,84400513.6770024,68625484.9375293
10436,0.054432,Adder,5.5,1967,0.0,0.0,0.0
9111,0.276601,Win's Entertainment Ltd.,6.1,1998,0.0,0.0,0.0
5654,0.512422,72 Productions,6.0,2013,0.0,0.0,0.0
5797,0.284097,72 Productions,7.9,2013,0.0,0.0,0.0
448,0.217288,Room 101,5.8,2015,0.0,0.0,0.0
3523,0.760193,Room 101,6.0,2011,4846990.21295736,199408878.522792,194561888.30983466
4534,0.557661,Room 101,5.3,2012,4748721.40676122,135640571.17621,130891849.76944877
4560,0.491648,Room 101,4.5,2012,949744.281352245,96644543.9565396,95694799.67518735
5618,0.625753,Room 101,5.3,2013,4680166.76370212,80838060.6137757,76157893.85007358
5719,0.373514,Room 101,5.4,2013,0.0,0.0,0.0
869,0.56021,Casadelic Pictures,5.9,2014,0.0,0.0,0.0
3251,0.318063,Hidden St. Productions,5.1,2008,0.0,0.0,0.0
9471,0.753578,Oak Pictures,5.6,1988,53472839.6696189,64526317.3034052,11053477.633786306
6102,0.717479,Delphi IV Productions,6.8,1985,18244494.4703978,50521512.7929381,32277018.322540298
6164,0.349429,Delphi IV Productions,6.6,1985,30407490.7839963,0.0,-30407490.7839963
3281,0.142175,NOVA/WGBH Boston,5.1,2008,0.0,0.0,0.0
9913,0.11942,Granox Productions,6.3,1964,0.0,0.0,0.0
557,0.099678,Dharma Productions,6.3,2015,0.0,0.0,0.0
1445,1.145724,"Montecito Picture Company, The",5.9,2009,15246006.5118743,8598196.78366181,-6647809.728212489
