,popularity,genres,vote_average,release_year,budget_adj,revenue_adj,net_profit
3849,0.110341,Adventure,4.4,2011,0.0,0.0,0.0
3855,0.09734,Adventure,5.7,2011,0.0,0.0,0.0
3876,0.068105,Adventure,7.4,2011,0.0,0.0,0.0
3889,0.007304,Adventure,6.3,2011,0.0,0.0,0.0
3891,0.028803,Adventure,6.7,2011,0.0,0.0,0.0
3911,8.095275,Adventure,7.8,2002,95768650.0960232,1122902454.41715,1027133804.3211268
3912,6.012584,Adventure,7.2,2002,121226139.362054,1062775600.9604,941549461.598346
3913,4.46751299999999,Adventure,6.9,2002,71523422.2236122,464607829.802379,393084407.5787668
3917,3.128314,Adventure,6.4,2002,145471367.234465,787240522.116133,641769154.881668
3919,2.388226,Adventure,5.9,2002,169716595.106876,535599877.852542,365883282.745666
3925,1.936492,Adventure,7.0,2002,169716595.106876,132837318.400212,-36879276.70666398
3926,1.846196,Adventure,5.8,2002,169716595.106876,523661907.085983,353945311.979107
3932,1.594587,Adventure,5.4,2002,145471367.234465,206032074.496857,60560707.262391984
3945,1.255939,Adventure,5.2,2002,0.0,0.0,0.0
3948,1.204615,Adventure,6.1,2002,72735683.6172328,81600740.2552974,8865056.638064593
3957,1.06440499999999,Adventure,5.3,2002,101829957.064125,334160705.371263,232330748.30713803
3959,1.04058799999999,Adventure,7.1,2002,96980911.4896437,148579046.595206,51598135.1055623
3962,1.025158,Adventure,5.2,2002,72735683.6172328,200427031.198516,127691347.58128321
3963,1.011362,Adventure,5.2,2002,84858297.5534383,40684870.7111101,-44173426.842328206
3979,0.875246999999999,Adventure,5.6,2002,96980911.4896437,149992103.329281,53011191.83963731
3980,0.872571999999999,Adventure,6.3,2002,24245227.8724109,15030378.0582627,-9214849.8141482
3989,0.742412,Adventure,5.7,2002,54551762.7129246,115086961.571071,60535198.8581464
3992,0.710064,Adventure,5.6,2002,0.0,0.0,0.0
3996,0.683151,Adventure,5.2,2002,46065932.9575807,145136004.818011,99070071.86043029
4000,0.678896,Adventure,6.2,2002,24245227.8724109,133182287.988211,108937060.11580011
4001,0.650275,Adventure,6.3,2002,0.0,0.0,0.0
4005,0.609595,Adventure,6.7,2002,8485829.75534383,0.0,-8485829.75534383
4020,0.548844,Adventure,5.6,2002,30306534.8405136,62846878.2935626,32540343.453049
4024,0.534397,Adventure,6.4,2002,42429148.7767191,36225576.872768,-6203571.903951101
4026,0.529277,Adventure,6.2,2002,0.0,0.0,0.0
4030,0.50575,Adventure,5.6,2002,0.0,0.0,0.0
4031,0.499307,Adventure,5.3,2002,40004625.989478,0.0,-40004625.989478
4034,0.485311,Adventure,5.5,2002,84858297.5534383,79981727.5840139,-4876569.969424412
4042,0.455247,Adventure,4.8,2002,84858297.5534383,24153136.0111217,-60705161.5423166
4048,0.440499,Adventure,4.5,2002,31518796.2341342,47027599.3126962,15508803.078562003
4054,0.414805,Adventure,7.1,2002,0.0,91398505.960568,91398505.960568
4068,0.188773,Adventure,6.3,2002,0.0,0.0,0.0
4073,0.346915,Adventure,6.7,2002,0.0,0.0,0.0
4077,0.462287,Adventure,5.1,2002,14547136.7234465,74118910.2351956,59571773.5117491
4090,0.293428,Adventure,6.3,2002,0.0,937354.452866428,937354.452866428
4093,0.279762,Adventure,7.2,2002,242452.278724109,0.0,-242452.278724109
4097,0.269624,Adventure,5.9,2002,4242914.87767191,0.0,-4242914.87767191
4107,0.246462,Adventure,6.0,2002,0.0,0.0,0.0
4113,0.23421,Adventure,6.4,2002,16971659.5106876,30891973.4475962,13920313.936908599
4118,0.228316,Adventure,5.9,2002,42429148.7767191,0.0,-42429148.7767191
4124,0.212966,Adventure,5.7,2002,0.0,0.0,0.0
4130,0.188713,Adventure,5.2,2002,0.0,40104695.7429986,40104695.7429986
4136,0.174183,Adventure,5.6,2002,16971659.5106876,0.0,-16971659.5106876
4168,0.070257,Adventure,6.2,2002,0.0,0.0,0.0
4171,0.063246,Adventure,6.1,2002,0.0,0.0,0.0
4181,2.536898,Adventure,6.6,1994,44133346.8479448,515548317.850129,471414971.0021842
4185,1.849051,Adventure,5.8,1994,0.0,0.0,0.0
4188,1.455878,Adventure,6.3,1994,0.0,0.0,0.0
4189,1.364852,Adventure,6.7,1994,80911135.8878989,289172371.759895,208261235.8719961
4198,1.180484,Adventure,6.7,1994,41191123.7247485,0.0,-41191123.7247485
4205,0.948788,Adventure,6.3,1994,55902239.3407301,176533387.391779,120631148.0510489
4212,0.84317,Adventure,5.3,1994,36777789.039954,70706674.9186218,33928885.878667794
4216,0.767191,Adventure,4.8,1994,17653338.7391779,23283259.1476291,5629920.4084511995
4218,0.762492,Adventure,6.0,1994,0.0,0.0,0.0
4230,0.607281,Adventure,4.1,1994,51488904.6559357,146263091.237897,94774186.5819613
4237,0.583325,Adventure,6.4,1994,2206667.34239724,0.0,-2206667.34239724
4238,0.57917,Adventure,6.6,1994,0.0,0.0,0.0
4249,0.495434,Adventure,6.0,1994,0.0,0.0,0.0
4261,0.425715,Adventure,5.0,1994,66200020.2719173,0.0,-66200020.2719173
4277,0.387981,Adventure,4.2,1994,5148890.46559357,3444326.73917383,-1704563.72641974
4283,0.181617,Adventure,6.5,1994,0.0,0.0,0.0
4304,0.278598,Adventure,4.7,1994,0.0,22420380.1322852,22420380.1322852
4312,0.251549,Adventure,5.9,1994,73555578.0799081,24525643.7547415,-49029934.3251666
4315,0.243921,Adventure,6.3,1994,10886225.5558264,11312867.0331401,426641.47731370106
4317,0.227473,Adventure,6.0,1994,0.0,0.0,0.0
4324,0.353898,Adventure,4.5,1994,0.0,0.0,0.0
4327,0.128911,Adventure,6.0,1994,0.0,0.0,0.0
4328,0.18885,Adventure,5.5,1994,0.0,0.0,0.0
4333,0.149668,Adventure,4.9,1994,0.0,0.0,0.0
4336,0.14071,Adventure,5.3,1994,15152449.084461,0.0,-15152449.084461
4341,0.129344,Adventure,6.2,1994,29422231.2319632,448792.004096751,-28973439.22786645
4342,0.271944,Adventure,5.7,1994,0.0,0.0,0.0
4344,0.120147,Adventure,7.1,1994,0.0,0.0,0.0
4353,0.230561,Adventure,4.7,1994,0.0,0.0,0.0
4356,0.073496,Adventure,5.3,1994,0.0,0.0,0.0
4358,0.0647809999999999,Adventure,5.2,1994,0.0,0.0,0.0
4359,0.150322,Adventure,4.5,1994,0.0,0.0,0.0
4360,0.204483,Adventure,5.5,1994,0.0,0.0,0.0
4361,7.637767,Adventure,7.3,2012,208943741.897494,1443191435.20607,1234247693.3085759
4365,5.603587,Adventure,6.8,2012,189948856.270449,1052849482.6268,862900626.3563509
4367,4.218933,Adventure,6.9,2012,237436070.338061,965893322.82283,728457252.484769
4368,4.008188,Adventure,6.2,2012,123466756.575791,382908536.776472,259441780.20068097
4370,3.702647,Adventure,6.4,2012,204195020.490732,714412708.528228,510217688.03749603
4371,3.626741,Adventure,6.6,2012,175702692.050165,511896218.593143,336193526.542978
4372,3.335603,Adventure,5.7,2012,161456527.829881,376668581.9843,215212054.154419
4374,3.14008,Adventure,7.1,2012,113969313.762269,578409999.857538,464440686.09526896
4375,3.135776,Adventure,6.2,2012,90225706.7284633,833158215.050597,742932508.3221337
4379,2.858742,Adventure,7.0,2012,156707806.42312,447541244.070034,290833437.646914
4382,2.571099,Adventure,6.7,2012,71230821.1014184,656473401.936528,585242580.8351096
4383,2.570101,Adventure,5.8,2012,118718035.16903,188811132.902466,70093097.733436
4385,2.415046,Adventure,6.0,2012,94974428.1352245,296864820.996946,201890392.86172146
4395,1.814197,Adventure,5.8,2012,75029798.2268274,337817164.728396,262787366.50156862
4405,1.630455,Adventure,5.5,2012,198496554.802619,287796721.48274,89300166.68012097
4407,1.61544,Adventure,6.5,2012,0.0,0.0,0.0
4410,1.606999,Adventure,5.4,2012,80728263.9149409,173820794.65104,93092530.7360991
4411,1.588457,Adventure,6.0,2012,246933513.151583,269859485.333573,22925972.181989998
4413,1.586368,Adventure,6.1,2012,113969313.762269,787338009.241011,673368695.478742
4416,1.507337,Adventure,5.5,2012,142461642.202836,285873028.687026,143411386.48419002
4443,1.113113,Adventure,6.4,2012,56984656.8811347,112391181.624347,55406524.743212305
4461,0.953111,Adventure,6.5,2012,37989771.2540898,23476933.0857666,-14512838.168323204
4489,0.728625,Adventure,6.1,2012,0.0,0.0,0.0
4505,0.646413,Adventure,6.6,2012,56984656.8811347,101755031.507766,44770374.6266313
4510,0.629483,Adventure,4.1,2012,4748721.40676122,0.0,-4748721.40676122
4512,0.627024,Adventure,6.1,2012,55085168.3184302,47834228.7838999,-7250939.534530297
4518,0.608099,Adventure,4.5,2012,0.0,0.0,0.0
4529,0.582396,Adventure,4.9,2012,57934401.162487,0.0,-57934401.162487
4533,0.568529,Adventure,6.9,2012,15765755.0704472,0.0,-15765755.0704472
4536,0.552288,Adventure,5.6,2012,23743607.0338061,8342855.78607959,-15400751.247726511
4544,0.526637,Adventure,4.6,2012,0.0,0.0,0.0
4553,0.495457,Adventure,5.7,2012,0.0,0.0,0.0
4564,0.48576,Adventure,4.9,2012,23743607.0338061,410549.75947726,-23333057.27432884
4570,0.473914,Adventure,4.2,2012,0.0,0.0,0.0
4586,0.446829,Adventure,6.0,2012,0.0,58677.1011905044,58677.1011905044
4592,0.431609,Adventure,4.9,2012,7597954.25081796,0.0,-7597954.25081796
4627,0.38161,Adventure,4.8,2012,2849232.84405673,0.0,-2849232.84405673
4640,0.352564,Adventure,4.1,2012,11396931.3762269,0.0,-11396931.3762269
4647,0.339738,Adventure,3.1,2012,0.0,0.0,0.0
4656,0.329642,Adventure,4.7,2012,5033644.6911669,0.0,-5033644.6911669
4734,0.235178,Adventure,6.0,2012,0.0,0.0,0.0
4740,0.227639,Adventure,5.0,2012,0.0,0.0,0.0
4773,0.194081,Adventure,3.0,2012,2374360.70338061,0.0,-2374360.70338061
4786,0.179918,Adventure,5.3,2012,0.0,0.0,0.0
4804,0.16203,Adventure,3.6,2012,0.0,0.0,0.0
4811,0.157139,Adventure,6.6,2012,0.0,0.0,0.0
4823,0.144297,Adventure,6.9,2012,0.0,0.0,0.0
4834,0.136706,Adventure,6.6,2012,0.0,0.0,0.0
4846,0.126328,Adventure,3.9,2012,0.0,0.0,0.0
4896,0.064159,Adventure,5.9,2012,0.0,0.0,0.0
4949,7.122455,Adventure,7.9,2003,111423148.609557,1326278010.47567,1214854861.8661132
4951,6.864067,Adventure,7.3,2003,165949370.269553,776419286.73064,610469916.461087
4953,4.21265,Adventure,6.4,2003,177802896.717379,503760899.910245,325958003.19286597
4954,4.02924,Adventure,6.6,2003,177802896.717379,875501109.015934,697698212.298555
4961,2.491591,Adventure,7.4,2003,82974685.1347769,145702426.938419,62727741.80364211
4966,1.781615,Adventure,5.6,2003,23707052.8956505,160828646.844093,137121593.9484425
4969,1.661911,Adventure,6.0,2003,47414105.7913011,190347505.09346,142933399.3021589
4970,1.653031,Adventure,6.8,2003,118535264.478252,296.338161195632,-118534968.1400908
4971,1.650018,Adventure,6.7,2003,118535264.478252,144583401.886227,26048137.407975018
4977,1.615231,Adventure,6.3,2003,154095843.821728,324003765.628281,169907921.806553
4978,1.569435,Adventure,5.5,2003,112608501.25434,185514075.588515,72905574.33417502
4981,1.491266,Adventure,6.6,2003,177802896.717379,251307931.147132,73505034.429753
4986,1.412067,Adventure,5.3,2003,71121158.6869516,87962965.5531779,16841806.8662263
4992,1.204207,Adventure,5.9,2003,59267632.2391264,104694478.911865,45426846.6727386
4999,1.072356,Adventure,6.3,2003,71121158.6869516,31160929.6388894,-39960229.04806219
5000,1.047214,Adventure,5.1,2003,94828211.5826022,23091545.4959681,-71736666.0866341
5001,1.024891,Adventure,5.7,2003,71121158.6869516,114113676.266916,42992517.579964414
5002,1.01154599999999,Adventure,5.3,2003,142242317.373903,307214705.769395,164972388.395492
5009,0.979077,Adventure,4.3,2003,0.0,0.0,0.0
5015,0.853359,Adventure,6.4,2003,23707052.8956505,0.0,-23707052.8956505
5023,0.754774,Adventure,6.3,2003,100754974.806514,95914577.7987242,-4840397.007789791
5027,0.712023,Adventure,6.4,2003,0.0,0.0,0.0
5040,0.595052,Adventure,5.8,2003,20150994.9613029,65827913.1108062,45676918.1495033
5042,0.579673,Adventure,5.9,2003,0.0,0.0,0.0
5043,0.576539,Adventure,5.8,2003,0.0,7806158.80785765,7806158.80785765
5045,0.571314,Adventure,4.8,2003,45043400.501736,233528673.917547,188485273.415811
5058,0.490786,Adventure,4.5,2003,0.0,0.0,0.0
5077,0.43362,Adventure,6.6,2003,41487342.5673884,0.0,-41487342.5673884
5094,0.380749,Adventure,7.3,2003,0.0,0.0,0.0
5096,0.368982,Adventure,6.4,2003,0.0,0.0,0.0
5097,0.36744,Adventure,4.8,2003,88901448.3586895,60622086.1068609,-28279362.251828603
5118,0.327103,Adventure,7.6,2003,0.0,0.0,0.0
5122,0.317456,Adventure,6.7,2003,924575.062930371,0.0,-924575.062930371
5123,0.315387,Adventure,4.3,2003,94828211.5826022,0.0,-94828211.5826022
5125,0.463911,Adventure,5.9,2003,0.0,0.0,0.0
5147,0.245905,Adventure,5.8,2003,71121158.6869516,0.0,-71121158.6869516
5163,0.207399,Adventure,6.5,2003,23707052.8956505,0.0,-23707052.8956505
5175,0.194794,Adventure,7.5,2003,0.0,16459572.1256265,16459572.1256265
5184,0.175002,Adventure,6.7,2003,130388790.926078,254790104.865777,124401313.93969898
5213,0.080522,Adventure,4.5,2003,0.0,0.0,0.0
5222,0.040005,Adventure,4.8,2003,0.0,0.0,0.0
5232,3.48891,Adventure,7.0,1997,115469127.291128,343299361.863264,227830234.57213604
5233,3.153414,Adventure,6.7,1997,122261428.896488,800663660.846796,678402231.9503081
5235,2.972972,Adventure,7.1,1997,122261428.896488,358525092.460205,236263663.563717
5237,2.407266,Adventure,6.3,1997,4754611.12375233,0.0,-4754611.12375233
5238,2.391809,Adventure,5.9,1997,149430635.31793,452382322.355841,302951687.03791094
5247,1.55286,Adventure,6.5,1997,142638333.71257,164664921.497974,22026587.785403997
5254,1.231579,Adventure,4.7,1997,61130714.4482443,185953882.98902,124823168.54077569
5256,1.176223,Adventure,5.5,1997,157581397.244363,241979494.041453,84398096.79709
5257,1.172353,Adventure,4.4,1997,217353651.371535,223477680.157309,6124028.785773993
5266,0.981422,Adventure,6.0,1997,81507619.2643258,216443863.325307,134936244.0609812
5270,0.938611,Adventure,6.0,1997,92375301.8329025,160384313.858672,68009012.02576949
5273,0.879195,Adventure,5.2,1997,74715317.6589653,0.0,-74715317.6589653
5277,0.824965,Adventure,6.9,1997,95092222.4750467,178580044.897113,83487822.4220663
5282,0.759806,Adventure,5.1,1997,9509222.24750467,0.0,-9509222.24750467
5289,0.713234,Adventure,6.5,1997,0.0,58838032.813609,58838032.813609
5294,0.697827,Adventure,5.9,1997,0.0,0.0,0.0
5298,0.676667,Adventure,5.0,1997,54338412.8428838,119327211.658306,64988798.8154222
5302,0.648088,Adventure,6.1,1997,108676825.685767,23944539.4989319,-84732286.1868351
5313,0.542793,Adventure,4.9,1997,0.0,0.0,0.0
5315,0.530543999999999,Adventure,5.0,1997,81507619.2643258,21735365.1371535,-59772254.1271723
5325,0.464907,Adventure,5.2,1997,33961508.0268024,135846032.107209,101884524.0804066
5331,0.426675,Adventure,6.1,1997,33961508.0268024,0.0,-33961508.0268024
5333,0.419759,Adventure,5.0,1997,0.0,0.0,0.0
5336,0.447075,Adventure,5.3,1997,74715317.6589653,43453835.1032939,-31261482.5556714
5337,0.411899,Adventure,6.8,1997,0.0,0.0,0.0
5343,0.223994,Adventure,4.6,1997,13584603.2107209,24424762.0147325,10840158.804011598
5345,0.386432,Adventure,5.8,1997,39395349.3110908,0.0,-39395349.3110908
5347,0.378662,Adventure,6.1,1997,0.0,0.0,0.0
5354,0.345909,Adventure,4.3,1997,21735365.1371535,2290946.88080529,-19444418.256348208
5377,0.254231,Adventure,6.0,1997,0.0,0.0,0.0
5383,0.23585,Adventure,5.8,1997,0.0,0.0,0.0
5391,0.21055,Adventure,6.1,1997,99167603.438263,311188651.422477,212021047.984214
5392,0.206863,Adventure,5.7,1997,50263031.8796675,8805804.70095194,-41457227.17871556
5408,0.147816,Adventure,5.7,1997,0.0,0.0,0.0
5410,0.143585,Adventure,5.7,1997,0.0,0.0,0.0
5422,6.112766,Adventure,7.5,2013,140405002.911063,1192711491.11985,1052306488.208787
5424,5.1119,Adventure,6.8,2013,159125669.965872,449076041.477509,289950371.51163703
5425,4.946136,Adventure,6.9,2013,187206670.548084,1137692372.63862,950485702.0905359
5427,4.921275,Adventure,7.4,2013,121684335.856255,793216614.966424,671532279.1101689
5429,4.705208,Adventure,6.7,2013,168486003.493276,381529914.68992,213043911.196644
5430,4.405923,Adventure,6.3,2013,112324002.32885,267863327.898099,155539325.569249
5431,4.310786,Adventure,7.6,2013,234008338.185106,897094365.266423,663086027.081317
5432,3.97246,Adventure,6.5,2013,210607504.366595,620445512.562503,409838008.19590795
5435,3.877342,Adventure,7.4,2013,177846337.02068,437469458.167733,259623121.147053
5446,2.497001,Adventure,7.0,2013,84243001.7466382,176099064.153853,91856062.4072148
5447,2.476989,Adventure,6.6,2013,102963668.801446,117506997.785345,14543328.983898997
5452,2.109247,Adventure,5.4,2013,121684335.856255,348088599.30097,226404263.44471502
5455,2.032753,Adventure,5.9,2013,84243001.7466382,163411533.615765,79168531.86912681
5462,1.91745,Adventure,5.8,2013,163805836.729574,141305911.612242,-22499925.11733198
5464,1.875017,Adventure,6.2,2013,56162001.1644254,84772254.660978,28610253.4965526
5465,1.874575,Adventure,6.4,2013,93603335.2740424,251256282.187846,157652946.9138036
5471,1.653164,Adventure,5.7,2013,46801667.6370212,205729564.987859,158927897.35083783
5483,1.432796,Adventure,6.8,2013,126364502.619957,547746993.928887,421382491.30893004
5502,1.28446,Adventure,5.1,2013,121684335.856255,228245299.708519,106560963.85226402
5506,1.251506,Adventure,6.3,2013,26208933.8767318,27144967.2294723,936033.3527404964
5508,1.21451,Adventure,6.0,2013,238688504.948808,83578333.8231908,-155110171.1256172
5514,1.134425,Adventure,6.5,2013,8424300.17466382,5717965.66255248,-2706334.5121113397
5520,1.094958,Adventure,5.6,2013,187206670.548084,460405366.092004,273198695.54392004
5526,1.06549,Adventure,6.0,2013,41185467.5205786,59276372.2716967,18090904.7511181
5531,1.047604,Adventure,7.2,2013,29953067.2876935,53619956.4182871,23666889.130593598
5537,1.002527,Adventure,5.8,2013,37441334.1096169,69825881.8838232,32384547.774206303
5540,0.971052,Adventure,5.5,2013,0.0,0.0,0.0
5572,0.816581,Adventure,5.0,2013,74882668.2192339,118451761.521166,43569093.3019321
5576,0.794369,Adventure,5.5,2013,7956283.49829361,9123.51708916092,-7947159.981204449
5586,0.74452,Adventure,5.2,2013,23400833.8185106,5989.67742418597,-23394844.141086414
5588,0.734349,Adventure,6.4,2013,112324002.32885,388866326.012928,276542323.684078
5591,0.724877,Adventure,7.3,2013,11232400.232885,16525586.4716971,5293186.2388121
5596,0.718403,Adventure,4.5,2013,14602120.3027506,0.0,-14602120.3027506
5611,0.661187,Adventure,8.0,2013,0.0,0.0,0.0
5627,0.590772,Adventure,5.7,2013,0.0,0.0,0.0
5646,0.530366,Adventure,6.3,2013,31825133.9931744,0.0,-31825133.9931744
5669,0.466871,Adventure,4.3,2013,0.0,599.997379106612,599.997379106612
5671,0.465414,Adventure,7.2,2013,3276116.73459148,0.0,-3276116.73459148
5673,0.457857,Adventure,5.8,2013,18720667.0548084,25448289.7734612,6727622.7186528
5682,0.434924,Adventure,3.0,2013,3276116.73459148,0.0,-3276116.73459148
5685,0.431837,Adventure,7.5,2013,0.0,0.0,0.0
5700,0.405575,Adventure,5.3,2013,20592733.7602893,0.0,-20592733.7602893
5711,0.383637,Adventure,5.6,2013,3744133.41096169,0.0,-3744133.41096169
5731,0.534902,Adventure,6.7,2013,0.0,2729255.16081989,2729255.16081989
5739,0.34598,Adventure,4.0,2013,7488266.82192339,0.0,-7488266.82192339
5743,0.339265,Adventure,5.4,2013,0.0,0.0,0.0
5771,0.313089,Adventure,5.3,2013,0.0,0.0,0.0
5772,0.312975,Adventure,6.7,2013,30889100.640434,8887439.1812329,-22001661.4592011
5773,0.312296,Adventure,5.5,2013,0.0,0.0,0.0
5800,0.28055,Adventure,5.6,2013,0.0,0.0,0.0
5826,0.251933,Adventure,6.3,2013,0.0,0.0,0.0
5845,0.228099,Adventure,4.6,2013,0.0,0.0,0.0
5850,0.224842,Adventure,4.9,2013,0.0,0.0,0.0
5912,0.039128,Adventure,5.2,2013,0.0,0.0,0.0
5915,0.16821,Adventure,5.9,2013,0.0,0.0,0.0
5927,0.35145,Adventure,5.9,2013,0.0,0.0,0.0
5936,0.147641,Adventure,6.6,2013,0.0,0.0,0.0
5949,0.139629,Adventure,3.5,2013,16.8486003493276,0.0,-16.8486003493276
5951,0.138832999999999,Adventure,3.9,2013,0.0,0.0,0.0
5954,0.071589,Adventure,4.8,2013,0.0,0.0,0.0
5958,0.134512,Adventure,6.2,2013,0.0,0.0,0.0
5972,0.165605,Adventure,7.6,2013,0.0,0.0,0.0
5989,0.098585,Adventure,7.9,2013,0.0,0.0,0.0
5999,0.086723,Adventure,7.1,2013,936033.352740424,0.0,-936033.352740424
6017,0.069606,Adventure,5.2,2013,0.0,0.0,0.0
6032,0.049206,Adventure,4.9,2013,2808100.05822127,0.0,-2808100.05822127
6066,0.010213,Adventure,3.6,2013,0.0,0.0,0.0
6081,6.095293,Adventure,7.8,1985,38516154.993062,772572771.713735,734056616.720673
6083,1.753688,Adventure,6.6,1985,40543321.0453284,37364724.6753747,-3178596.3699536994
6084,1.746063,Adventure,5.8,1985,24945338.4809836,73444670.0229779,48499331.5419943
6085,1.623978,Adventure,5.8,1985,60814981.5679926,308996785.928224,248181804.36023143
6086,1.613752,Adventure,6.3,1985,50679151.3066605,31425355.1848319,-19253796.121828604
6087,1.596994,Adventure,7.2,1985,38516154.993062,124447075.255498,85930920.262436
6089,1.177428,Adventure,6.2,1985,89195306.2997226,608961557.836567,519766251.53684443
6095,0.898411,Adventure,6.3,1985,20271660.5226642,116562048.005319,96290387.4826548
6096,0.887605,Adventure,4.9,1985,25339575.6533302,482925.687133273,-24856649.96619693
6099,0.790122999999999,Adventure,7.4,1985,0.0,49598671.8008025,49598671.8008025
6103,0.715873,Adventure,5.9,1985,0.0,100070283.874198,100070283.874198
6105,0.70478,Adventure,5.2,1985,36286272.3355689,14086032.9272581,-22200239.408310797
6109,0.657238,Adventure,5.9,1985,101358302.613321,48078887.1669239,-53279415.4463971
6112,0.632419,Adventure,5.8,1985,2027166.05226642,0.0,-2027166.05226642
6119,0.587272999999999,Adventure,6.1,1985,50679151.3066605,196175345.809188,145496194.5025275
6126,0.480534,Adventure,5.8,1985,0.0,0.0,0.0
6127,0.476896,Adventure,5.4,1985,0.0,0.0,0.0
6130,0.427104,Adventure,6.5,1985,12162996.3135985,82993520.1637139,70830523.8501154
6142,0.343246,Adventure,5.6,1985,0.0,0.0,0.0
6151,0.284856,Adventure,6.4,1985,36488988.9407956,0.0,-36488988.9407956
6154,0.273731,Adventure,5.6,1985,13176579.3397317,0.0,-13176579.3397317
6157,0.251976,Adventure,6.2,1985,0.0,4329169.19640097,4329169.19640097
6161,0.229931,Adventure,6.0,1985,50679151.3066605,22578172.084099,-28100979.222561505
6167,0.211695,Adventure,5.8,1985,0.0,29178829.4940497,29178829.4940497
6172,0.592905,Adventure,6.8,1985,20271660.5226642,52208210.2252282,31936549.702563997
6175,0.150168,Adventure,6.1,1985,50679151.3066605,20014299.6293326,-30664851.677327905
6185,0.215817,Adventure,5.0,1985,4885470.18596207,21803077.0353507,16917606.84938863
6187,0.092608,Adventure,5.6,1985,0.0,0.0,0.0
6190,5.939927,Adventure,7.3,2005,167484493.448174,1000352539.22682,832868045.778646
6192,3.628726,Adventure,6.5,2005,200981392.137808,836090359.224091,635108967.0862831
6195,3.508379,Adventure,6.5,2005,167484493.448174,530332684.498405,362848191.050231
6196,3.457537,Adventure,7.0,2005,126171651.730957,949078796.206319,822907144.475362
6197,3.087036,Adventure,6.6,2005,55828164.4827247,116656763.86685,60828599.38412531
6198,2.623346,Adventure,6.4,2005,140686974.496466,181943054.602289,41256080.10582298
6200,2.368513,Adventure,5.6,2005,111656328.965449,369113178.539698,257456849.574249
6205,1.844731,Adventure,5.9,2005,147386354.234393,660714467.634347,513328113.39995396
6213,1.592578,Adventure,6.4,2005,145153227.655084,236312980.729345,91159753.07426098
6215,1.508329,Adventure,6.4,2005,231128600.95848,614109809.309971,382981208.351491
6217,1.496807,Adventure,5.9,2005,55828164.4827247,49613863.3837919,-6214301.098932795
6222,1.40558799999999,Adventure,4.8,2005,97141006.1999409,79358543.3225998,-17782462.877341107
6226,1.310993,Adventure,5.8,2005,83742246.724087,158998685.023413,75256438.299326
6228,1.273393,Adventure,5.9,2005,72576613.8275421,71819026.7520748,-757587.0754673034
6232,1.212451,Adventure,6.6,2005,33496898.6896348,214885767.201243,181388868.5116082
6237,1.14217099999999,Adventure,6.8,2005,0.0,0.0,0.0
6238,1.110148,Adventure,7.3,2005,43545968.2965252,43400216.5909469,-145751.70557830483
6241,1.094959,Adventure,5.2,2005,55828164.4827247,73695414.710029,17867250.22730431
6254,1.001465,Adventure,4.9,2005,66993797.3792696,62513387.3147021,-4480410.064567499
6256,0.982784,Adventure,5.8,2005,66993797.3792696,144239689.068387,77245891.6891174
6261,0.899944,Adventure,5.4,2005,98257569.4895954,117592277.535651,19334708.0460556
6264,0.885834,Adventure,5.2,2005,55828164.4827247,123719316.98037,67891152.4976453
6270,0.832054,Adventure,3.9,2005,93791316.3309774,0.0,-93791316.3309774
6302,0.663397999999999,Adventure,6.5,2005,4466253.15861797,968059.255567156,-3498193.903050814
6308,0.635481,Adventure,5.4,2005,35730025.2689438,109332384.477849,73602359.2089052
6309,0.6269,Adventure,4.8,2005,89325063.1723595,6687812.14224614,-82637251.03011335
6311,0.613793,Adventure,4.4,2005,10049069.6068904,0.0,-10049069.6068904
6315,0.592368999999999,Adventure,3.8,2005,27914082.2413623,2685803.66820071,-25228278.57316159
6320,0.571693,Adventure,5.6,2005,145153227.655084,133171929.64356,-11981298.011524007
6323,0.558258,Adventure,5.3,2005,39079715.1379072,21748538.1115989,-17331177.026308298
6328,0.538043,Adventure,6.5,2005,89325063.1723595,11351542.9173989,-77973520.2549606
6335,0.509128999999999,Adventure,4.3,2005,55828164.4827247,77518484.984401,21690320.501676306
6336,0.506240999999999,Adventure,5.9,2005,0.0,0.0,0.0
6341,0.484314,Adventure,6.7,2005,16748449.3448174,13439122.1222116,-3309327.2226058003
6354,0.444301,Adventure,5.8,2005,39079715.1379072,96437364.76325,57357649.625342794
6359,0.437792,Adventure,4.5,2005,0.0,0.0,0.0
6364,0.423386,Adventure,6.0,2005,0.0,102808.681458227,102808.681458227
6399,0.332997,Adventure,5.2,2005,33496898.6896348,16757371.802065,-16739526.8875698
6402,0.32793,Adventure,6.0,2005,0.0,0.0,0.0
6427,0.28107,Adventure,4.8,2005,0.0,3464193.43431755,3464193.43431755
6434,0.376497,Adventure,4.1,2005,0.0,0.0,0.0
6439,0.24609,Adventure,4.3,2005,0.0,0.0,0.0
6453,0.225647,Adventure,5.4,2005,0.0,0.0,0.0
6455,0.216467,Adventure,4.4,2005,16748449.3448174,0.0,-16748449.3448174
6469,0.191177,Adventure,7.0,2005,2233126.57930898,5637185.26453561,3404058.6852266295
6476,0.182135,Adventure,3.7,2005,10049069.6068904,0.0,-10049069.6068904
6484,0.172726,Adventure,5.8,2005,0.0,0.0,0.0
6488,0.229031,Adventure,6.8,2005,0.0,0.0,0.0
6508,0.138467,Adventure,5.1,2005,0.0,0.0,0.0
6509,0.132458,Adventure,6.3,2005,0.0,0.0,0.0
