,popularity,director,vote_average,release_year,budget_adj,revenue_adj,net_profit
6797,0.300525,William Friedkin,5.6,2006,4326676.63316629,8717323.18035394,4390646.54718765
7349,0.266091,William Friedkin,5.7,1980,0.0,0.0,0.0
8170,0.407454,William Friedkin,5.4,1995,71548343.3553482,14097327.4976596,-57451015.8576886
8752,0.458778,William Friedkin,5.8,2000,75977526.8605883,89906740.1183628,13929213.257774502
9934,0.604241,William Friedkin,7.0,1971,9693350.84598719,221647928.880961,211954578.0349738
10088,0.154754,William Friedkin,6.0,1990,0.0,28434504.7443447,28434504.7443447
10594,2.010733,William Friedkin,7.2,1973,39289276.6303944,2167324901.19974,2128035624.5693455
1842,0.190628,Enda McCallion,4.1,2009,3557401.51943733,0.0,-3557401.51943733
4344,0.120147,Shoji Kawamori,7.1,1994,0.0,0.0,0.0
7677,0.255302,Anees Bazmee,6.9,2007,0.0,38385903.2660514,38385903.2660514
5890,0.18767,Jung Geun-sub,7.0,2013,0.0,0.0,0.0
6549,0.021811,Jeff Feuerzeig,8.3,2005,0.0,0.0,0.0
9228,0.452278,Eddie Murphy,5.9,1989,52769548.1712976,107060389.646825,54290841.4755274
4580,0.452177,Makinov,4.9,2012,0.0,0.0,0.0
6263,0.887848,Florent-Emilio Siri,6.0,2005,58061291.0620336,87030218.5572148,28968927.495181195
5418,0.041454,Michael Cooney,6.0,1997,0.0,0.0,0.0
2691,0.774598,James Isaac,4.3,2001,13546369.2836322,19703809.8671014,6157440.583469201
6784,0.323679,James Isaac,4.6,2006,0.0,0.0,0.0
9306,0.103379,James Isaac,4.0,1989,0.0,3058693.6335475,3058693.6335475
669,3.170271,James Marsh,7.8,2014,13816365.7615718,111638022.270139,97821656.5085672
3135,0.344268,James Marsh,7.6,2008,0.0,2995800.58150157,2995800.58150157
3796,0.181614,James Marsh,7.2,2011,0.0,0.0,0.0
4680,0.360699,James Marsh,5.6,2012,5983388.97251914,398847.960186719,-5584541.012332421
5982,0.109185,David Morley,4.8,2013,0.0,0.0,0.0
2822,0.209579,Harry Elfont,5.2,2001,27092738.5672645,0.0,-27092738.5672645
9083,0.396129,Harry Elfont,6.2,1998,13376954.6907829,34251712.5511819,20874757.860398997
2553,0.066504,Malcolm D. Lee,7.8,1999,11781475.6193489,45258905.1265258,33477429.5071769
3094,0.473227,Malcolm D. Lee,6.2,2008,0.0,0.0,0.0
3225,0.224471,Malcolm D. Lee,6.1,2008,35447532.1833208,44208931.6032777,8761399.4199569
4141,0.132296,Malcolm D. Lee,5.4,2002,30306534.8405136,50435496.4198284,20128961.5793148
5593,0.723277,Malcolm D. Lee,4.6,2013,18720667.0548084,73365118.5299034,54644451.475095
5750,0.332741,Malcolm D. Lee,7.0,2013,15912566.9965872,67043571.4165367,51131004.4199495
6422,0.46379,Malcolm D. Lee,5.8,2005,0.0,0.0,0.0
2680,0.90472,John Moore,5.9,2001,49259524.6677537,112992977.931609,63733453.26385531
2932,1.172718,John Moore,5.3,2008,35447532.1833208,86509099.6853474,51061567.502026595
5442,2.815499,John Moore,5.2,2013,86115068.452119,285166475.403851,199051406.95173198
6655,0.727752,John Moore,5.2,2006,27041728.9572893,128922344.915954,101880615.95866469
7114,0.439848,John Moore,5.4,2004,51950042.9915466,24253951.2048253,-27696091.7867213
8182,0.358694,Clive Barker,5.7,1995,0.0,0.0,0.0
9653,0.349927,Clive Barker,6.7,1987,1919080.43806465,27949539.3151454,26030458.87708075
10068,0.255367,Clive Barker,6.2,1990,18357883.9434603,14790369.654351,-3567514.289109301
179,0.832487,John Madden,6.4,2015,9199995.95200178,79099969.9160132,69899973.96401142
2058,0.670027,John Madden,6.1,2010,20000000.0,45636368.0,25636368.0
2823,0.20688,John Madden,5.6,2001,70194822.651549,76491292.0859524,6296469.434403405
3084,0.428849,John Madden,6.0,2008,0.0,2998854.1332025,2998854.1332025
3493,0.895829,John Madden,6.8,2011,9693980.42591472,132648701.782141,122954721.35622628
5360,0.318336,John Madden,5.8,1997,0.0,0.0,0.0
6259,0.918476,John Madden,6.1,2005,22331265.7930898,8413673.96999548,-13917591.82309432
9002,1.059234,John Madden,6.7,1998,33442386.7269574,387019102.157528,353576715.4305706
6654,0.743703,Greg Coolidge,5.4,2006,12980029.8994988,41502465.5025959,28522435.603097104
1778,0.222544,Danis TanoviÄ‡,6.5,2009,0.0,0.0,0.0
3846,0.122543,Daniel Lindsay,7.8,2011,0.0,0.0,0.0
738,1.319416,William Eubank,5.8,2014,3684364.20308583,553479.928044367,-3130884.275041463
3738,0.260875,William Eubank,5.0,2011,484699.021295736,0.0,-484699.021295736
6922,0.08424,Mark Fergus,6.6,2006,8653353.26633258,413486.424132644,-8239866.842199936
2863,0.100277,Jean-Paul SalomÃ©,4.0,2001,0.0,0.0,0.0
3174,0.283048,Jean-Paul SalomÃ©,6.9,2008,0.0,0.0,0.0
7092,0.532612,Jean-Paul SalomÃ©,4.8,2004,26552244.1956794,0.0,-26552244.1956794
10764,0.608679,Lou Adler,6.5,1978,0.0,139025906.933195,139025906.933195
4704,0.267406,Brian Dannelly,6.0,2012,0.0,21777.636371407,21777.636371407
7067,0.681008,Brian Dannelly,6.0,2004,0.0,0.0,0.0
8341,0.230129,Tony Maylam,5.6,1992,0.0,0.0,0.0
8434,0.196736,Tony Maylam,5.9,1981,3597286.20728522,0.0,-3597286.20728522
6001,0.08482,Chris James Thompson,5.9,2013,0.0,0.0,0.0
475,0.193063,Jamie Babbit,4.8,2015,0.0,0.0,0.0
2545,0.299004,Jamie Babbit,6.4,1999,0.0,0.0,0.0
5801,0.280426,Jamie Babbit,5.7,2013,0.0,0.0,0.0
6355,0.443093999999999,Jamie Babbit,5.6,2005,1004906.96068904,425879.569940017,-579027.3907490231
4348,0.110582,Ezio Greggio,4.6,1994,0.0,0.0,0.0
4760,0.209121,Matt Walsh,6.0,2012,0.0,0.0,0.0
10118,0.30782,Anthony Mann,6.6,1961,0.0,0.0,0.0
10710,0.145019,Anthony Mann,5.6,1965,0.0,0.0,0.0
9522,0.324427,Tony Randel,6.1,1988,0.0,22293997.7290638,22293997.7290638
10374,0.168519,Tony Randel,5.2,1993,3018939.92339741,0.0,-3018939.92339741
3687,0.334152,Sheree Folkson,6.2,2011,0.0,0.0,0.0
6019,0.096356,Kaleb Lechowski,6.3,2013,0.0,0.0,0.0
3806,0.17304,Jill Sprecher,5.9,2011,0.0,766232.570223194,766232.570223194
1683,0.338175,Ryuta Miyake,6.2,2009,0.0,0.0,0.0
4301,0.290909,Paul Hogan,6.1,1994,0.0,0.0,0.0
2644,2.217239,Kirk Wise,6.5,2001,147778574.003261,229122951.404124,81344377.40086299
8464,1.894423,Kirk Wise,6.6,1996,139021673.896025,139214706.880446,193032.98442098498
9316,3.852269,Kirk Wise,7.3,1991,40027321.0482546,604173269.306698,564145948.2584434
10071,0.114555,Cedric Sundstrom,5.0,1990,0.0,0.0,0.0
648,4.983782,Michael Bay,5.9,2014,193429120.662006,226127852.964393,32698732.302387
1487,0.813322999999999,Michael Bay,6.0,2009,152460065.118743,850012865.596695,697552800.477952
2642,2.478879,Michael Bay,6.6,2001,172408336.337138,553210255.537478,380801919.20034
3522,0.760502999999999,Michael Bay,6.1,2011,189032618.305337,1089358138.29044,900325519.9851031
4977,1.615231,Michael Bay,6.3,2003,154095843.821728,324003765.628281,169907921.806553
5523,1.07557,Michael Bay,6.1,2013,23400833.8185106,80662946.5581117,57262112.7396011
6198,2.623346,Michael Bay,6.4,2005,140686974.496466,181943054.602289,41256080.10582298
7474,0.890556999999999,Michael Bay,6.6,2007,157750287.394731,746379478.412346,588629191.0176151
8077,1.964673,Michael Bay,6.4,1995,27188370.4750323,202348766.120199,175160395.6451667
8461,2.055908,Michael Bay,6.8,1996,104266255.422019,465809664.314095,361543408.892076
8970,2.993102,Michael Bay,6.4,1998,187277365.670961,740815170.215728,553537804.544767
7268,0.001117,Zana Briski,6.4,2004,404055.889934252,4057946.00150909,3653890.111574838
7569,0.466515,Leila Conners,6.0,2007,0.0,0.0,0.0
84,2.026651,Daniel Benmayor,5.9,2015,10119995.5472019,1714249.04573042,-8405746.50147148
1846,0.123497,Daniel Benmayor,3.7,2009,0.0,0.0,0.0
1562,0.52916,Olatunde Osunsanmi,5.6,2009,10164004.3412495,43027579.4159397,32863575.074690204
5639,0.551491,Olatunde Osunsanmi,5.5,2013,0.0,0.0,0.0
10344,0.286492,David Price,4.7,1993,1358522.96552883,10537588.6700392,9179065.704510368
2815,0.221355,Jon Avnet,6.0,2001,0.0,0.0,0.0
2971,0.822759,Jon Avnet,5.8,2008,60767198.02855,74110222.3795867,13343024.351036698
4331,0.165751,Jon Avnet,6.4,1994,0.0,0.0,0.0
5342,0.396805,Jon Avnet,6.2,1997,65206095.4114606,0.0,-65206095.4114606
7439,1.210966,Jon Avnet,5.6,2007,31550057.4789463,17805678.7789791,-13744378.699967198
8606,0.311699,Jon Avnet,5.2,1996,83413004.3376152,0.0,-83413004.3376152
9356,0.474911,Jon Avnet,7.3,1991,17612021.261232,191200107.145132,173588085.88390002
7245,0.092713,Joseph Sargent,6.8,2004,0.0,0.0,0.0
9603,1.285867,Joseph Sargent,3.7,1987,44138850.075487,99563837.1552779,55424987.07979089
9779,0.31064,Joseph Sargent,7.1,1974,0.0,0.0,0.0
10666,0.284436,Joseph Sargent,6.6,1970,0.0,0.0,0.0
9583,0.113154,Ray Patterson,6.0,1988,0.0,0.0,0.0
6928,0.009332,Claude Chabrol,5.8,2006,0.0,0.0,0.0
7863,0.195559,Delbert Mann,6.1,1979,0.0,0.0,0.0
9880,0.038819,Delbert Mann,5.6,1962,0.0,0.0,0.0
557,0.099678,Karan Malhotra,6.3,2015,0.0,0.0,0.0
1347,0.407317,George Roy Hill,7.3,1977,0.0,100737868.911969,100737868.911969
7276,0.432033,George Roy Hill,6.0,1972,16686594.9803593,0.0,-16686594.9803593
8924,0.389549,George Roy Hill,5.9,1982,0.0,0.0,0.0
9573,0.279333,George Roy Hill,6.5,1988,0.0,0.0,0.0
10432,0.093993,George Roy Hill,5.5,1967,0.0,0.0,0.0
10601,0.863155999999999,George Roy Hill,7.7,1973,27011377.6833962,783901253.278813,756889875.5954168
10725,1.357317,George Roy Hill,7.0,1969,35665585.2068663,608151066.341555,572485481.1346887
2422,1.810197,John Lasseter,7.2,1999,117814756.193489,634910500.711404,517095744.51791495
3355,0.142713,John Lasseter,6.2,2008,0.0,0.0,0.0
3393,2.454226,John Lasseter,5.8,2011,193879608.518294,542719816.822545,348840208.3042511
6556,3.941265,John Lasseter,6.4,2006,129800298.994988,499712923.92372,369912624.92873204
6712,0.523073,John Lasseter,6.4,2006,0.0,0.0,0.0
8068,4.282462,John Lasseter,7.5,1995,42929006.0132089,517950958.475917,475021952.46270806
8977,2.005566,John Lasseter,6.6,1998,160523456.289395,486116613.870056,325593157.58066094
9251,0.471351,John Lasseter,7.1,1989,0.0,0.0,0.0
9529,0.236514,John Lasseter,6.1,1988,0.0,0.0,0.0
9677,0.253376,John Lasseter,6.6,1987,0.0,0.0,0.0
10550,0.306425,John Lasseter,7.3,1986,0.0,0.0,0.0
2268,0.224171,Nick Morris,7.7,2010,0.0,0.0,0.0
3708,0.295301,Nick Morris,7.6,2011,0.0,0.0,0.0
5879,0.199019,Jeremiah S. Chechik,6.0,2013,0.0,0.0,0.0
8626,0.228483,Jeremiah S. Chechik,5.0,1996,0.0,0.0,0.0
9051,0.539133,Jeremiah S. Chechik,4.6,1998,80261728.1446979,64908772.5132475,-15352955.631450407
9187,1.859089,Jeremiah S. Chechik,7.2,1989,47492593.3541679,125450805.852565,77958212.49839711
10242,0.913982,Jeremiah S. Chechik,6.8,1993,0.0,35023830.0022853,35023830.0022853
6526,0.097543,Erwin Wagenhofer,7.5,2005,0.0,0.0,0.0
919,0.453382,SÃ´ichi Umezawa,5.4,2014,0.0,6605.14392508213,6605.14392508213
5636,0.5641,Philippe Caland,4.8,2013,4680166.76370212,1113516.50882024,-3566650.25488188
5612,0.660633,Jon S. Baird,6.6,2013,4680166.76370212,0.0,-4680166.76370212
1176,0.155114,Roger Allers,7.3,2014,0.0,0.0,0.0
4180,4.78268799999999,Roger Allers,7.7,1994,66200020.2719173,1159591590.00826,1093391569.7363427
6671,0.685491,Roger Allers,6.1,2006,91941878.4547837,213423089.158419,121481210.70363532
6760,0.371028,Roger Allers,6.5,2006,0.0,0.0,0.0
382,0.295946,Kris Swanberg,5.7,2015,0.0,0.0,0.0
3872,0.072781,Guy Davidi,7.6,2011,0.0,0.0,0.0
9264,0.26954,Dominique Othenin-Girard,5.2,1989,8794924.69521628,20478549.4425161,11683624.74729982
9404,0.251132,Dominique Othenin-Girard,4.6,1991,0.0,0.0,0.0
9917,0.068176,Gordon Douglas,5.2,1964,0.0,0.0,0.0
10437,0.034181,Gordon Douglas,5.5,1967,0.0,0.0,0.0
3037,0.54408,Steve McQueen,7.1,2008,0.0,2759310.85136059,2759310.85136059
3404,1.885979,Steve McQueen,6.9,2011,6301087.27684457,17152213.9112496,10851126.63440503
5436,3.625529,Steve McQueen,7.9,2013,18720667.0548084,175038236.962459,156317569.9076506
247,0.52025,Jon Erwin,6.8,2015,0.0,0.0,0.0
954,0.386307,Jon Erwin,5.7,2014,4605455.25385729,9606709.77986845,5001254.52601116
3882,0.047706,Jon Erwin,6.7,2011,0.0,5191947.59821941,5191947.59821941
4638,0.356594,Dominic Burns,3.3,2012,0.0,0.0,0.0
4773,0.194081,Dominic Burns,3.0,2012,2374360.70338061,0.0,-2374360.70338061
8407,0.332694,Georges Lautner,6.8,1981,0.0,0.0,0.0
861,0.590256999999999,Tom Harper,4.9,2014,921091.050771459,24410131.4489038,23489040.39813234
773,0.965064,Susanne Bier,5.4,2014,0.0,162472.171536628,162472.171536628
2177,0.359688,Susanne Bier,7.1,2010,15000000.0,0.0,-15000000.0
7601,0.408767,Susanne Bier,6.5,2007,16826697.3221047,2996353.128856,-13830344.1932487
1433,1.297769,Matthew Robinson,5.8,2009,18803408.0313116,32436176.6593397,13632768.628028098
9840,0.162767,Stuart Millar,5.6,1975,0.0,32503709.442283,32503709.442283
7273,0.599109,Alfred Hitchcock,6.9,1972,18250963.259768,65703467.7351649,47452504.4753969
9886,0.663446,Alfred Hitchcock,7.2,1964,15010752.794004,49211871.8719703,34201119.0779663
10141,2.610362,Alfred Hitchcock,8.0,1960,5949601.34364958,235934958.630279,229985357.28662944
10181,0.600495,Alfred Hitchcock,6.7,1976,7663396.05695282,30270414.4249636,22607018.36801078
10440,1.13932099999999,Alfred Hitchcock,7.0,1963,17800448.4288968,81195171.9487717,63394723.5198749
10731,0.567962,Alfred Hitchcock,5.7,1969,23777056.8045775,0.0,-23777056.8045775
10828,0.40273,Alfred Hitchcock,6.3,1966,20154044.0768943,87334190.9998757,67180146.9229814
9523,0.321068,Jerry Kramer,6.1,1988,40565602.5079868,0.0,-40565602.5079868
3080,0.436441,Jennifer Chambers Lynch,6.0,2008,3544753.21833208,1129756.40050768,-2414996.8178244
4562,0.486354,Jennifer Chambers Lynch,6.3,2012,0.0,0.0,0.0
10369,0.190206,Jennifer Chambers Lynch,4.6,1993,0.0,2711595.23502598,2711595.23502598
914,0.465438,Dan Beers,5.1,2014,0.0,0.0,0.0
52,2.798017,Baltasar KormÃ¡kur,6.7,2015,50599977.7360098,187153294.93255,136553317.1965402
2254,0.241541,Baltasar KormÃ¡kur,5.9,2010,10000000.0,55089.0,-9944911.0
4431,1.252392,Baltasar KormÃ¡kur,6.1,2012,23743607.0338061,59928864.1533267,36185257.1195206
4779,0.186437,Baltasar KormÃ¡kur,6.2,2012,2849232.84405673,0.0,-2849232.84405673
5449,2.196946,Baltasar KormÃ¡kur,6.6,2013,57098034.5171659,123500625.270279,66402590.753113106
6403,0.327026,Baltasar KormÃ¡kur,5.1,2005,13398759.4758539,0.0,-13398759.4758539
5598,0.707968,Keanu Reeves,5.6,2013,23400833.8185106,1923493.31391376,-21477340.50459684
1342,0.541642,Hal Needham,6.9,1977,0.0,455973514.57515,455973514.57515
7321,0.76363,Hal Needham,5.0,1980,0.0,174989358.963198,174989358.963198
7845,0.473733,Hal Needham,5.9,1979,0.0,0.0,0.0
7952,0.263945,Hal Needham,5.6,1984,0.0,58937055.6065622,58937055.6065622
8398,0.439555,Hal Needham,6.3,1981,43167434.4874226,173100402.656236,129932968.16881339
8960,0.063324,Hal Needham,3.0,1982,0.0,0.0,0.0
10557,0.268676,Hal Needham,7.4,1986,0.0,4010408.57434163,4010408.57434163
10819,0.044675,Hal Needham,6.0,1978,0.0,260730654.203295,260730654.203295
2021,0.876654,Roselyne Bosch,7.3,2010,20000000.0,0.0,-20000000.0
4059,0.378343,Joe Chappelle,6.0,2002,4606593.29575807,0.0,-4606593.29575807
8138,0.578548,Joe Chappelle,5.1,1995,7154834.33553483,21631402.3961826,14476568.06064777
8737,0.533792,Joe Chappelle,6.3,2000,0.0,0.0,0.0
9045,0.566294,Joe Chappelle,5.1,1998,0.0,7523576.54821863,7523576.54821863
1048,0.277049,Brian O'Malley,5.4,2014,0.0,0.0,0.0
2265,0.227258,Ben Steinbauer,6.0,2010,0.0,178174.0,178174.0
409,0.259794,Paul Weitz,5.6,2015,551999.757120106,6520452.97100069,5968453.213880584
1527,0.608282,Paul Weitz,5.5,2009,40656017.3649981,28631665.8335571,-12024351.531441003
1945,1.903671,Paul Weitz,5.4,2010,100000000.0,310650585.0,210650585.0
2420,1.825695,Paul Weitz,6.4,1999,14399581.3125375,308259696.710782,293860115.3982445
2732,0.493547999999999,Paul Weitz,4.7,2001,0.0,0.0,0.0
3944,1.263507,Paul Weitz,6.4,2002,32731057.6277547,156381719.77705,123650662.14929529
4766,0.204794,Paul Weitz,5.3,2012,0.0,513006.273060978,513006.273060978
5532,1.047374,Paul Weitz,5.4,2013,12168433.5856255,16848600.3493276,4680166.763702102
6644,0.793804,Paul Weitz,4.6,2006,18388375.6909567,7911357.42881183,-10477018.262144871
7107,0.475589,Paul Weitz,5.8,2004,0.0,0.0,0.0
10120,0.291101,Robert Rossen,7.3,1961,14589722.4159413,0.0,-14589722.4159413
483,0.181987,Jon Drever,5.4,2015,0.0,0.0,0.0
10049,0.322112,Harry Hook,6.6,1990,0.0,0.0,0.0
982,0.343814,Jason Momoa,5.3,2014,0.0,0.0,0.0
5804,0.27993,Joe Begos,4.5,2013,0.0,0.0,0.0
1021,0.302498,James Napier Robertson,4.4,2014,0.0,0.0,0.0
9137,0.207668,Stephen Judson,6.0,1998,0.0,102263367.356725,102263367.356725
991,0.333035,Sebastian del Amo,5.3,2014,0.0,0.0,0.0
2852,0.19853,Alan Cumming,5.6,2001,0.0,0.0,0.0
8284,0.640275,Robert Mandel,6.4,1992,0.0,22867571.0259015,22867571.0259015
8534,0.541018,Robert Mandel,5.9,1996,0.0,0.0,0.0
10549,0.309218,Robert Mandel,6.1,1986,0.0,40989162.7085768,40989162.7085768
2624,0.079104,Franco Zeffirelli,5.7,1999,15708634.1591318,27492155.82808,11783521.668948198
7881,0.019263,Franco Zeffirelli,7.1,1979,0.0,0.0,0.0
8395,0.502896,Franco Zeffirelli,5.5,1981,0.0,0.0,0.0
8541,0.512197,Franco Zeffirelli,6.8,1996,0.0,0.0,0.0
9735,0.415262,Franco Zeffirelli,7.0,1968,0.0,243870320.218661,243870320.218661
10106,0.067973,Franco Zeffirelli,6.5,1990,0.0,34563641.4431566,34563641.4431566
10416,0.247575,Franco Zeffirelli,5.2,1967,0.0,0.0,0.0
363,0.324,Kyle Patrick Alvarez,6.8,2015,0.0,592072.179488241,592072.179488241
5983,0.106489,Kyle Patrick Alvarez,5.2,2013,0.0,0.0,0.0
6444,0.259903,Pete Michels,6.9,2005,0.0,0.0,0.0
282,0.441882,Todd Strauss-Schulson,6.6,2015,0.0,0.0,0.0
3471,1.024786,Todd Strauss-Schulson,6.0,2011,18418562.8092379,34304294.0455694,15885731.236331496
4839,0.130997,Kevin Barker,5.0,2012,0.0,0.0,0.0
580,0.078363,Aaron Keeling,3.8,2015,0.0,0.0,0.0
8590,0.354768,Rick Friedberg,5.1,1996,25023901.3012845,0.0,-25023901.3012845
756,1.052381,David MichÃ´d,6.0,2014,11283365.3719503,2114293.58303497,-9169071.78891533
2097,0.554060999999999,David MichÃ´d,6.7,2010,5000000.0,1000000.0,-4000000.0
2329,0.155075,Lee Seung-Gyu,6.0,2010,0.0,0.0,0.0
4355,0.14307,Yuen Woo-Ping,6.7,1994,0.0,0.0,0.0
10385,0.265865,Yuen Woo-Ping,7.0,1993,0.0,0.0,0.0
4989,1.28913,Jim Kammerud,5.7,2003,0.0,0.0,0.0
6651,0.76252,Jim Kammerud,5.6,2006,25960059.7989977,0.0,-25960059.7989977
8859,0.124593,Jim Kammerud,6.0,2000,0.0,0.0,0.0
1242,0.08675,Shannon Hartman,7.4,2014,0.0,0.0,0.0
1834,0.142609,Shannon Hartman,7.6,2009,0.0,0.0,0.0
2240,0.247732,Shannon Hartman,8.0,2010,0.0,0.0,0.0
2374,0.153853,Shannon Hartman,7.7,2010,0.0,0.0,0.0
3324,0.087966,Shannon Hartman,7.8,2008,0.0,0.0,0.0
3897,0.024766,Shannon Hartman,6.9,2011,0.0,0.0,0.0
1654,0.377372,Mark A. Lewis,4.7,2009,0.0,0.0,0.0
1006,0.317225,David Posamentier,5.9,2014,4605455.25385729,69213.5448281198,-4536241.709029171
214,0.649628,Anna Boden,5.7,2015,0.0,0.0,0.0
1992,1.084894,Anna Boden,6.9,2010,8000000.0,6491240.0,-1508760.0
5769,0.313754,Lee Hardcastle,4.5,2013,0.0,20274.4824203576,20274.4824203576
662,3.489314,Stiles White,4.9,2014,4605455.25385729,94439261.8744755,89833806.62061821
519,0.139356,Nikole Beckwith,4.9,2015,0.0,0.0,0.0
713,1.805954,Peter Farrelly,5.5,2014,36843642.0308583,156435350.000782,119591707.9699237
2672,1.061903,Peter Farrelly,5.5,2001,49259524.6677537,173725856.213664,124466331.5459103
2747,0.439101,Peter Farrelly,5.6,2001,92361608.7520382,16744434.3202438,-75617174.43179439
3399,2.164361,Peter Farrelly,5.4,2011,34898329.533293,80615852.7600701,45717523.2267771
4182,2.360701,Peter Farrelly,6.5,1994,25008896.5471687,363769661.589909,338760765.04274035
4480,0.784114,Peter Farrelly,4.9,2012,28492328.4405673,52064317.6324774,23571989.191910103
5148,0.349751,Peter Farrelly,4.8,2003,65194395.463039,40098486.2098443,-25095909.253194705
5535,1.020237,Peter Farrelly,4.4,2013,5616200.11644254,30363974.6971464,24747774.580703862
6257,0.956847,Peter Farrelly,5.7,2005,33496898.6896348,56332077.3112888,22835178.621653996
7465,0.924655,Peter Farrelly,5.6,2007,63100114.9578927,134368171.71308,71268056.75518729
8517,0.642274,Peter Farrelly,6.4,1996,37535851.9519268,34787996.8130671,-2747855.1388596967
8707,0.78353,Peter Farrelly,5.9,2000,64580897.8315,189020688.933822,124439791.10232201
8985,1.379837,Peter Farrelly,6.5,1998,30766995.7888008,494793021.724308,464026025.93550724
1400,2.846465,Shane Acker,6.5,2009,30492013.0237486,49222304.2570306,18730291.233282
6514,0.128484,Shane Acker,7.3,2005,0.0,0.0,0.0
4169,0.0769,Fumihiko Sori,7.0,2002,0.0,0.0,0.0
4709,0.264257,Fumihiko Sori,5.5,2012,0.0,0.0,0.0
3250,0.180391,Olivier Marchal,6.2,2008,0.0,0.0,0.0
10639,0.143165,John Newland,5.9,1973,0.0,0.0,0.0
9315,0.163885,Al Reinert,8.2,1989,0.0,0.0,0.0
3203,0.25588,Kent Alterman,5.3,2008,0.0,33900855.0754991,33900855.0754991
792,0.876513999999999,Miguel Arteta,6.2,2014,25790549.4216008,92711635.866917,66921086.445316195
1497,0.767143999999999,Miguel Arteta,5.8,2009,18295207.8142491,0.0,-18295207.8142491
3506,0.812252,Miguel Arteta,5.7,2011,0.0,6651138.84882043,6651138.84882043
3950,1.182695,Miguel Arteta,5.8,2002,9698091.14896437,20434028.3712807,10735937.22231633
11,6.189369,Lilly Wachowski,5.2,2015,161919931.51523,169268630.681802,7348699.166572005
2410,7.753899,Lilly Wachowski,7.8,1999,82470329.3354423,606768749.6621,524298420.32665765
2963,0.879116,Lilly Wachowski,5.6,2008,121534396.0571,95147016.1077637,-26387379.949336305
4384,2.478372,Lilly Wachowski,6.5,2012,96873916.697929,123925357.697439,27051440.999510005
4953,4.21265,Lilly Wachowski,6.4,2003,177802896.717379,503760899.910245,325958003.19286597
4954,4.02924,Lilly Wachowski,6.6,2003,177802896.717379,875501109.015934,697698212.298555
8497,0.833267,Lilly Wachowski,6.5,1996,6255975.32532114,9747250.25555659,3491274.930235451
7375,0.100189,Buzz Kulik,6.2,1980,0.0,0.0,0.0
9962,0.176973,Buzz Kulik,6.8,1971,0.0,0.0,0.0
4907,0.043949,Danny Mulheron,4.6,2012,0.0,0.0,0.0
4134,0.177630999999999,Steve Oedekerk,5.9,2002,0.0,0.0,0.0
5331,0.426675,Steve Oedekerk,6.1,1997,33961508.0268024,0.0,-33961508.0268024
6673,0.674705,Steve Oedekerk,5.3,2006,55165127.0728702,78722799.6713023,23557672.5984321
8091,1.173211,Steve Oedekerk,6.0,1995,42929006.0132089,303916660.775853,260987654.76264408
782,0.916578,Lynn Shelton,6.1,2014,0.0,0.0,0.0
1789,0.209084,Lynn Shelton,5.1,2009,0.0,0.0,0.0
3639,0.524527,Lynn Shelton,6.3,2011,121174.755323934,3102073.73629271,2980898.980968776
5862,0.2162,Lynn Shelton,5.4,2013,0.0,32781.7600796751,32781.7600796751
5819,0.264342,BJ McDonnell,5.1,2013,0.0,0.0,0.0
1103,0.212083,Mike Young,4.9,2014,0.0,0.0,0.0
4531,0.572327,Philipp StÃ¶lzl,5.5,2012,11396931.3762269,0.0,-11396931.3762269
5531,1.047604,Philipp StÃ¶lzl,7.2,2013,29953067.2876935,53619956.4182871,23666889.130593598
210,0.661471,Ramin Bahrani,6.8,2015,7359996.76160142,1298972.2684522,-6061024.49314922
4525,0.588822,Ramin Bahrani,5.5,2012,0.0,0.0,0.0
8034,0.290596,Steve Carver,5.2,1983,10946559.9887907,26781039.2445122,15834479.2557215
426,0.243321,Sean Cisterna,7.2,2015,1379999.39280026,0.0,-1379999.39280026
1248,0.079478,Maclain Way,7.2,2014,0.0,0.0,0.0
4041,0.469332,John Fawcett,6.8,2002,0.0,0.0,0.0
6869,0.546134,John Fawcett,5.2,2006,0.0,0.0,0.0
8758,0.417224,John Fawcett,6.4,2000,6331460.57171569,0.0,-6331460.57171569
7323,0.681446,Jamie Uys,7.2,1980,0.0,0.0,0.0
9263,0.271166,Jamie Uys,6.9,1989,0.0,0.0,0.0
9793,0.172363,Jamie Uys,7.4,1974,0.0,0.0,0.0
1995,1.065023,Sylvain White,6.2,2010,25000000.0,23580000.0,-1420000.0
6713,0.520258,Sylvain White,3.8,2006,0.0,0.0,0.0
7667,0.266045,Sylvain White,6.1,2007,13671691.5742101,79412675.6983263,65740984.124116205
1019,0.304992,Kelly Dolen,6.2,2014,0.0,0.0,0.0
9631,0.500665999999999,Peter Harris,6.5,1987,0.0,0.0,0.0
4749,0.218605,Crispian Mills,5.6,2012,0.0,0.0,0.0
1662,0.369406,Wolfgang Murnberger,7.2,2009,0.0,0.0,0.0
7098,0.508061,Philippe HaÃ¯m,4.0,2004,0.0,0.0,0.0
7341,0.3748,John Mackenzie,7.1,1980,0.0,0.0,0.0
9675,0.263191,John Mackenzie,5.9,1987,0.0,0.0,0.0
7148,0.330913,John Downer,6.4,2004,0.0,0.0,0.0
2628,0.044502,Jackie Chan,6.9,1999,0.0,0.0,0.0
7353,0.247146,Jackie Chan,7.1,1980,0.0,0.0,0.0
8641,0.087853,Jacques Audiard,6.1,1996,0.0,0.0,0.0
